Distrito,Lista/Pacto,Partido,Electos,Porcentaje,Votos
Tarapacá,Frente de Acción Popular,PADENA,0,0.19,48.0
Tarapacá,Frente de Acción Popular,CP,0,0.0,0.0
Tarapacá,Frente de Acción Popular,PC,1,23.81,6022.0
Tarapacá,Frente de Acción Popular,PS,0,7.32,1851.0
Tarapacá,Frente de Acción Popular,PDo,0,0.0,0.0
Tarapacá,Frente de Acción Popular,VNP,0,0.0,0.0
Tarapacá,Partido Demócrata Cristiano,PDC,1,14.89,3767.0
Tarapacá,Unión Nacional Laborista,UNL,0,0.0,0.0
Tarapacá,Frente Democrático,PCU,0,0.0,0.0
Tarapacá,Frente Democrático,PR,1,27.42,6936.0
Tarapacá,Frente Democrático,PL,1,22.86,5783.0
Tarapacá,Candidatura Independiente,IND,0,0.0,0.0
Tarapacá,Válidamente emitidos,,0,96.5,24407.0
Tarapacá,Blancos/Nulos,,0,3.5,886.0
Tarapacá,Total,,0,100.0,25293.0
Antofagasta,Frente de Acción Popular,PC,2,20.73,9993.0
Antofagasta,Frente de Acción Popular,PDo,0,0.0,0.0
Antofagasta,Frente de Acción Popular,PS,1,16.66,8030.0
Antofagasta,Frente de Acción Popular,VNP,0,0.0,0.0
Antofagasta,Frente de Acción Popular,PADENA,0,0.1,48.0
Antofagasta,Frente de Acción Popular,CP,0,0.0,0.0
Antofagasta,Partido Demócrata Cristiano,PDC,1,13.28,6402.0
Antofagasta,Unión Nacional Laborista,UNL,0,0.0,0.0
Antofagasta,Frente Democrático,PL,1,12.54,6044.0
Antofagasta,Frente Democrático,PR,2,27.34,13178.0
Antofagasta,Frente Democrático,PCU,0,5.61,2704.0
Antofagasta,Candidatura Independiente,IND,0,0.0,0.0
Antofagasta,Válidamente emitidos,,0,96.27,46399.0
Antofagasta,Blancos/Nulos,,0,3.73,1799.0
Antofagasta,Total,,0,100.0,48198.0
Atacama,Frente de Acción Popular,CP,0,0.0,0.0
Atacama,Frente de Acción Popular,PADENA,0,0.0,0.0
Atacama,Frente de Acción Popular,PDo,0,0.0,0.0
Atacama,Frente de Acción Popular,PS,0,0.0,0.0
Atacama,Frente de Acción Popular,VNP,0,0.0,0.0
Atacama,Frente de Acción Popular,PC,1,22.44,5711.0
Atacama,Partido Demócrata Cristiano,PDC,0,21.01,5346.0
Atacama,Unión Nacional Laborista,UNL,0,0.0,0.0
Atacama,Frente Democrático,PCU,0,0.0,0.0
Atacama,Frente Democrático,PL,0,21.13,5377.0
Atacama,Frente Democrático,PR,1,33.89,8624.0
Atacama,Candidatura Independiente,IND,0,0.0,0.0
Atacama,Válidamente emitidos,,0,98.48,25058.0
Atacama,Blancos/Nulos,,0,1.52,388.0
Atacama,Total,,0,100.0,25446.0
Coquimbo,Frente de Acción Popular,CP,0,0.0,0.0
Coquimbo,Frente de Acción Popular,PADENA,0,0.0,0.0
Coquimbo,Frente de Acción Popular,PC,1,14.3,7574.0
Coquimbo,Frente de Acción Popular,PDo,0,0.0,0.0
Coquimbo,Frente de Acción Popular,PS,1,13.93,7376.0
Coquimbo,Frente de Acción Popular,VNP,0,0.0,0.0
Coquimbo,Partido Demócrata Cristiano,PDC,1,9.99,5292.0
Coquimbo,Unión Nacional Laborista,UNL,0,0.0,0.0
Coquimbo,Frente Democrático,PCU,0,6.52,3456.0
Coquimbo,Frente Democrático,PR,2,28.08,14875.0
Coquimbo,Frente Democrático,PL,2,25.37,13436.0
Coquimbo,Candidatura Independiente,IND,0,0.0,0.0
Coquimbo,Válidamente emitidos,,0,98.19,52009.0
Coquimbo,Blancos/Nulos,,0,1.81,958.0
Coquimbo,Total,,0,100.0,52967.0
Aconcagua,Frente de Acción Popular,CP,0,0.0,0.0
Aconcagua,Frente de Acción Popular,PADENA,0,0.0,0.0
Aconcagua,Frente de Acción Popular,PC,0,0.0,0.0
Aconcagua,Frente de Acción Popular,PS,1,21.45,6709.0
Aconcagua,Frente de Acción Popular,VNP,0,0.0,0.0
Aconcagua,Frente de Acción Popular,PDo,0,0.0,0.0
Aconcagua,Partido Demócrata Cristiano,PDC,0,15.72,4917.0
Aconcagua,Unión Nacional Laborista,UNL,0,0.0,0.0
Aconcagua,Frente Democrático,PR,1,19.68,6157.0
Aconcagua,Frente Democrático,PL,1,24.02,7513.0
Aconcagua,Frente Democrático,PCU,0,14.65,4582.0
Aconcagua,Candidatura Independiente,IND,0,0.0,0.0
Aconcagua,Válidamente emitidos,,0,95.52,29878.0
Aconcagua,Blancos/Nulos,,0,4.48,1402.0
Aconcagua,Total,,0,100.0,31280.0
Valparaíso,Frente de Acción Popular,VNP,0,0.0,0.0
Valparaíso,Frente de Acción Popular,PS,1,9.37,13252.0
Valparaíso,Frente de Acción Popular,PDo,0,0.0,0.0
Valparaíso,Frente de Acción Popular,PC,1,10.87,15366.0
Valparaíso,Frente de Acción Popular,PADENA,2,13.21,18673.0
Valparaíso,Frente de Acción Popular,CP,0,0.0,0.0
Valparaíso,Partido Demócrata Cristiano,PDC,2,15.84,22404.0
Valparaíso,Unión Nacional Laborista,UNL,0,2.3,3255.0
Valparaíso,Frente Democrático,PR,3,17.45,24680.0
Valparaíso,Frente Democrático,PL,1,11.17,15798.0
Valparaíso,Frente Democrático,PCU,2,16.37,23146.0
Valparaíso,Candidatura Independiente,IND,0,0.0,0.0
Valparaíso,Válidamente emitidos,,0,96.59,136574.0
Valparaíso,Blancos/Nulos,,0,3.41,4822.0
Valparaíso,Total,,0,100.0,141396.0
Santiago-1,Frente de Acción Popular,VNP,0,0.0,0.0
Santiago-1,Frente de Acción Popular,PS,1,8.26,36366.0
Santiago-1,Frente de Acción Popular,PDo,0,0.11,469.0
Santiago-1,Frente de Acción Popular,PADENA,0,4.96,21867.0
Santiago-1,Frente de Acción Popular,CP,0,0.0,0.0
Santiago-1,Frente de Acción Popular,PC,3,15.05,66305.0
Santiago-1,Partido Demócrata Cristiano,PDC,4,16.62,73200.0
Santiago-1,Unión Nacional Laborista,UNL,0,0.0,0.0
Santiago-1,Frente Democrático,PR,4,17.81,78447.0
Santiago-1,Frente Democrático,PL,2,16.31,71821.0
Santiago-1,Frente Democrático,PCU,4,17.76,78235.0
Santiago-1,Candidatura Independiente,IND,0,0.0,0.0
Santiago-1,Válidamente emitidos,,0,96.87,426710.0
Santiago-1,Blancos/Nulos,,0,3.13,13767.0
Santiago-1,Total,,0,100.0,440477.0
Santiago-2,Frente de Acción Popular,VNP,0,0.0,0.0
Santiago-2,Frente de Acción Popular,PS,0,8.26,36366.0
Santiago-2,Frente de Acción Popular,PDo,0,0.11,469.0
