Distrito,Lista/Pacto,Electos,Porcentaje,Votos
Tarapacá,Vanguardia Popular Socialista,0,0.59,68.0
Tarapacá,Falange Nacional,1,16.39,1904.0
Tarapacá,Alianza Popular Libertadora,0,0.0,0.0
Tarapacá,Partido Conservador,0,0.12,14.0
Tarapacá,Partido Liberal,0,12.73,1479.0
Tarapacá,Partido Democrático,0,0.0,0.0
Tarapacá,Partido Agrario,0,0.0,0.0
Tarapacá,Frente Popular,3,54.28,6304.0
Tarapacá,Partido Socialista,0,15.89,1845.0
Tarapacá,Partido Laborista,0,0.0,0.0
Tarapacá,Partido Laborista Proletario,0,0.0,0.0
Tarapacá,Partido Radical Socialista Obrero,0,0.0,0.0
Tarapacá,Partido Regionalista de Magallanes,0,0.0,0.0
Tarapacá,Candidatura Independiente,0,0.0,0.0
Tarapacá,Válidamente emitidos,0,100.0,11614.0
Antofagasta,Vanguardia Popular Socialista,0,0.0,0.0
Antofagasta,Falange Nacional,0,8.57,1557.0
Antofagasta,Alianza Popular Libertadora,0,0.0,0.0
Antofagasta,Partido Conservador,0,8.33,1514.0
Antofagasta,Partido Liberal,0,1.17,213.0
Antofagasta,Partido Democrático,0,0.0,0.0
Antofagasta,Partido Agrario,0,0.0,0.0
Antofagasta,Frente Popular,6,66.21,12026.0
Antofagasta,Partido Socialista,1,15.72,2855.0
Antofagasta,Partido Laborista,0,0.0,0.0
Antofagasta,Partido Laborista Proletario,0,0.0,0.0
Antofagasta,Partido Radical Socialista Obrero,0,0.0,0.0
Antofagasta,Partido Regionalista de Magallanes,0,0.0,0.0
Antofagasta,Candidatura Independiente,0,0.0,0.0
Antofagasta,Válidamente emitidos,0,100.0,18165.0
Atacama,Vanguardia Popular Socialista,0,0.0,0.0
Atacama,Falange Nacional,0,0.0,0.0
Atacama,Alianza Popular Libertadora,0,0.0,0.0
Atacama,Partido Conservador,0,11.85,938.0
Atacama,Partido Liberal,0,7.88,624.0
Atacama,Partido Democrático,0,0.0,0.0
Atacama,Partido Agrario,0,0.0,0.0
Atacama,Frente Popular,2,59.0,4671.0
Atacama,Partido Socialista,0,21.27,1684.0
Atacama,Partido Laborista,0,0.0,0.0
Atacama,Partido Laborista Proletario,0,0.0,0.0
Atacama,Partido Radical Socialista Obrero,0,0.0,0.0
Atacama,Partido Regionalista de Magallanes,0,0.0,0.0
Atacama,Candidatura Independiente,0,0.0,0.0
Atacama,Válidamente emitidos,0,100.0,7917.0
Coquimbo,Vanguardia Popular Socialista,0,0.0,0.0
Coquimbo,Falange Nacional,0,4.02,796.0
Coquimbo,Alianza Popular Libertadora,0,0.0,0.0
Coquimbo,Partido Conservador,0,7.48,1481.0
Coquimbo,Partido Liberal,2,20.91,4142.0
Coquimbo,Partido Democrático,0,0.0,0.0
Coquimbo,Partido Agrario,0,0.0,0.0
Coquimbo,Frente Popular,4,52.91,10483.0
Coquimbo,Partido Socialista,1,14.69,2910.0
Coquimbo,Partido Laborista,0,0.0,0.0
Coquimbo,Partido Laborista Proletario,0,0.0,0.0
Coquimbo,Partido Radical Socialista Obrero,0,0.0,0.0
Coquimbo,Partido Regionalista de Magallanes,0,0.0,0.0
Coquimbo,Candidatura Independiente,0,0.0,0.0
Coquimbo,Válidamente emitidos,0,100.0,19812.0
Aconcagua,Vanguardia Popular Socialista,0,0.0,0.0
Aconcagua,Falange Nacional,0,0.69,84.0
Aconcagua,Alianza Popular Libertadora,0,0.0,0.0
Aconcagua,Partido Conservador,1,19.31,2344.0
Aconcagua,Partido Liberal,1,24.36,2956.0
Aconcagua,Partido Democrático,0,0.0,0.0
Aconcagua,Partido Agrario,0,0.0,0.0
Aconcagua,Frente Popular,1,37.959999999999994,4607.0
Aconcagua,Partido Socialista,0,17.68,2146.0
Aconcagua,Partido Laborista,0,0.0,0.0
Aconcagua,Partido Laborista Proletario,0,0.0,0.0
Aconcagua,Partido Radical Socialista Obrero,0,0.0,0.0
Aconcagua,Partido Regionalista de Magallanes,0,0.0,0.0
Aconcagua,Candidatura Independiente,0,0.0,0.0
Aconcagua,Válidamente emitidos,0,100.0,12137.0
Valparaíso,Vanguardia Popular Socialista,0,3.34,1447.0
Valparaíso,Falange Nacional,1,6.87,2972.0
Valparaíso,Alianza Popular Libertadora,0,1.66,717.0
Valparaíso,Partido Conservador,3,17.85,7724.0
Valparaíso,Partido Liberal,2,16.63,7198.0
Valparaíso,Partido Democrático,0,1.01,436.0
Valparaíso,Partido Agrario,0,0.0,0.0
Valparaíso,Frente Popular,4,34.33,14861.0
Valparaíso,Partido Socialista,2,18.32,7928.0
Valparaíso,Partido Laborista,0,0.0,0.0
Valparaíso,Partido Laborista Proletario,0,0.0,0.0
Valparaíso,Partido Radical Socialista Obrero,0,0.0,0.0
Valparaíso,Partido Regionalista de Magallanes,0,0.0,0.0
Valparaíso,Candidatura Independiente,0,0.0,0.0
Valparaíso,Válidamente emitidos,0,100.0,43283.0
Santiago-1,Vanguardia Popular Socialista,1,5.7,3468.0
Santiago-1,Falange Nacional,1,6.37,3878.0
Santiago-1,Alianza Popular Libertadora,0,0.43,260.0
Santiago-1,Partido Conservador,3,16.56,10076.0
Santiago-1,Partido Liberal,2,8.19,4985.0
Santiago-1,Partido Democrático,0,0.29,177.0
Santiago-1,Partido Agrario,0,0.0,0.0
Santiago-1,Frente Popular,8,42.11,25621.0
Santiago-1,Partido Socialista,3,17.35,10559.0
Santiago-1,Partido Laborista,0,2.15,1306.0
Santiago-1,Partido Laborista Proletario,0,0.11,64.0
Santiago-1,Partido Radical Socialista Obrero,0,0.75,456.0
Santiago-1,Partido Regionalista de Magallanes,0,0.0,0.0
Santiago-1,Candidatura Independiente,0,0.0,0.0
Santiago-1,Válidamente emitidos,0,100.0,60850.0
Santiago-2,Vanguardia Popular Socialista,0,1.72,292.0
Santiago-2,Falange Nacional,0,3.52,597.0
Santiago-2,Alianza Popular Libertadora,0,0.0,0.0
Santiago-2,Partido Conservador,2,25.03,4248.0
Santiago-2,Partido Liberal,0,9.95,1689.0
Santiago-2,Partido Democrático,0,0.0,0.0
Santiago-2,Partido Agrario,0,0.0,0.0
Santiago-2,Frente Popular,2,40.22,6825.0
Santiago-2,Partido Socialista,1,18.96,3217.0
Santiago-2,Partido Laborista,0,0.61,103.0
Santiago-2,Partido Laborista Proletario,0,0.0,0.0
Santiago-2,Partido Radical Socialista Obrero,0,0.0,0.0
Santiago-2,Partido Regionalista de Magallanes,0,0.0,0.0
Santiago-2,Candidatura Independiente,0,0.0,0.0
Santiago-2,Válidamente emitidos,0,100.0,16971.0
Santiago-3,Vanguardia Popular Socialista,0,8.23,1682.0
Santiago-3,Falange Nacional,0,0.0,0.0
Santiago-3,Alianza Popular Libertadora,0,0.0,0.0
Santiago-3,Partido Conservador,2,20.22,4132.0
Santiago-3,Partido Liberal,0,11.9,2433.0
Santiago-3,Partido Democrático,0,0.0,0.0
Santiago-3,Partido Agrario,0,0.0,0.0
Santiago-3,Frente Popular,2,40.410000000000004,8257.0
Santiago-3,Partido Socialista,1,19.23,3930.0
Santiago-3,Partido Laborista,0,0.01,3.0
Santiago-3,Partido Laborista Proletario,0,0.0,0.0
Santiago-3,Partido Radical Socialista Obrero,0,0.0,0.0
Santiago-3,Partido Regionalista de Magallanes,0,0.0,0.0
Santiago-3,Candidatura Independiente,0,0.0,0.0
Santiago-3,Válidamente emitidos,0,100.0,20437.0
Santiago-4,Vanguardia Popular Socialista,0,3.11,464.0
Santiago-4,Falange Nacional,0,0.0,0.0
Santiago-4,Alianza Popular Libertadora,0,0.0,0.0
Santiago-4,Partido Conservador,2,30.04,4488.0
Santiago-4,Partido Liberal,1,13.76,2056.0
Santiago-4,Partido Democrático,0,0.46,69.0
Santiago-4,Partido Agrario,0,0.0,0.0
Santiago-4,Frente Popular,1,31.299999999999997,4677.0
Santiago-4,Partido Socialista,1,21.02,3140.0
Santiago-4,Partido Laborista,0,0.29,43.0
Santiago-4,Partido Laborista Proletario,0,0.01,1.0
Santiago-4,Partido Radical Socialista Obrero,0,0.0,0.0
Santiago-4,Partido Regionalista de Magallanes,0,0.0,0.0
Santiago-4,Candidatura Independiente,0,0.0,0.0
Santiago-4,Válidamente emitidos,0,100.0,14938.0
O'Higgins,Vanguardia Popular Socialista,0,1.42,269.0
O'Higgins,Falange Nacional,0,4.78,907.0
O'Higgins,Alianza Popular Libertadora,0,0.0,0.0
O'Higgins,Partido Conservador,2,24.48,4644.0
O'Higgins,Partido Liberal,1,16.98,3222.0
O'Higgins,Partido Democrático,0,0.18,35.0
O'Higgins,Partido Agrario,0,0.0,0.0
O'Higgins,Frente Popular,2,34.35,6518.0
O'Higgins,Partido Socialista,1,17.81,3379.0
O'Higgins,Partido Laborista,0,0.0,0.0
O'Higgins,Partido Laborista Proletario,0,0.0,0.0
O'Higgins,Partido Radical Socialista Obrero,0,0.0,0.0
O'Higgins,Partido Regionalista de Magallanes,0,0.0,0.0
O'Higgins,Candidatura Independiente,0,0.0,0.0
O'Higgins,Válidamente emitidos,0,100.0,18974.0
Colchagua,Vanguardia Popular Socialista,0,0.0,0.0
Colchagua,Falange Nacional,0,0.0,0.0
Colchagua,Alianza Popular Libertadora,0,0.0,0.0
Colchagua,Partido Conservador,1,29.07,3542.0
Colchagua,Partido Liberal,1,18.57,2262.0
Colchagua,Partido Democrático,0,2.04,248.0
Colchagua,Partido Agrario,0,0.0,0.0
Colchagua,Frente Popular,1,21.09,2570.0
Colchagua,Partido Socialista,1,29.24,3562.0
Colchagua,Partido Laborista,0,0.0,0.0
Colchagua,Partido Laborista Proletario,0,0.0,0.0
Colchagua,Partido Radical Socialista Obrero,0,0.0,0.0
Colchagua,Partido Regionalista de Magallanes,0,0.0,0.0
Colchagua,Candidatura Independiente,0,0.0,0.0
Colchagua,Válidamente emitidos,0,100.0,12184.0
Curicó,Vanguardia Popular Socialista,0,0.0,0.0
Curicó,Falange Nacional,0,0.0,0.0
Curicó,Alianza Popular Libertadora,0,0.0,0.0
Curicó,Partido Conservador,1,23.53,1705.0
Curicó,Partido Liberal,1,22.27,1614.0
Curicó,Partido Democrático,0,0.52,38.0
Curicó,Partido Agrario,0,0.0,0.0
Curicó,Frente Popular,1,40.769999999999996,2954.0
Curicó,Partido Socialista,0,12.92,936.0
Curicó,Partido Laborista,0,0.0,0.0
Curicó,Partido Laborista Proletario,0,0.0,0.0
Curicó,Partido Radical Socialista Obrero,0,0.0,0.0
Curicó,Partido Regionalista de Magallanes,0,0.0,0.0
Curicó,Candidatura Independiente,0,0.0,0.0
Curicó,Válidamente emitidos,0,100.0,7247.0
Talca,Vanguardia Popular Socialista,0,2.69,368.0
Talca,Falange Nacional,0,3.26,445.0
Talca,Alianza Popular Libertadora,0,3.57,488.0
Talca,Partido Conservador,2,26.68,3645.0
Talca,Partido Liberal,1,13.84,1891.0
Talca,Partido Democrático,0,0.0,0.0
Talca,Partido Agrario,0,7.27,993.0
Talca,Frente Popular,2,30.17,4122.0
Talca,Partido Socialista,0,12.51,1709.0
Talca,Partido Laborista,0,0.0,0.0
Talca,Partido Laborista Proletario,0,0.0,0.0
Talca,Partido Radical Socialista Obrero,0,0.0,0.0
Talca,Partido Regionalista de Magallanes,0,0.0,0.0
Talca,Candidatura Independiente,0,0.0,0.0
