Distrito,Lista/Pacto,Partido,Electos,Porcentaje,Votos
Tarapacá,Frente de Acción Popular,PS,0,0.0,0.0
Tarapacá,Frente de Acción Popular,PC,2,37.43,17979.0
Tarapacá,Frente de Acción Popular,CP,0,0.0,0.0
Tarapacá,Frente de Acción Popular,PADENA,0,0.0,0.0
Tarapacá,Frente de Acción Popular,VNP,0,0.0,0.0
Tarapacá,Partido Democrático,PDo,0,0.15,73.0
Tarapacá,Democracia Agrario Laborista,DAL,0,0.0,0.0
Tarapacá,Partido Demócrata Cristiano,PDC,2,31.26,15013.0
Tarapacá,Partido Radical,PR,0,15.43,7409.0
Tarapacá,Derecha Tradicional,PL,0,14.02,6732.0
Tarapacá,Derecha Tradicional,PCU,0,0.0,0.0
Tarapacá,Acción Nacional,AN,0,0.0,0.0
Tarapacá,Candidatura Independiente,IND,0,0.0,0.0
Tarapacá,Válidamente emitidos,,0,98.28,47206.0
Tarapacá,Blancos/Nulos,,0,1.72,824.0
Tarapacá,Total,,0,100.0,48030.0
Antofagasta,Frente de Acción Popular,CP,0,0.0,0.0
Antofagasta,Frente de Acción Popular,PADENA,0,4.37,3300.0
Antofagasta,Frente de Acción Popular,PC,2,21.29,16073.0
Antofagasta,Frente de Acción Popular,VNP,0,0.0,0.0
Antofagasta,Frente de Acción Popular,PS,1,15.48,11688.0
Antofagasta,Partido Democrático,PDo,0,0.12,88.0
Antofagasta,Democracia Agrario Laborista,DAL,0,0.0,0.0
Antofagasta,Partido Demócrata Cristiano,PDC,3,33.69,25436.0
Antofagasta,Partido Radical,PR,1,16.7,12606.0
Antofagasta,Derecha Tradicional,PCU,0,0.0,0.0
Antofagasta,Derecha Tradicional,PL,0,6.4,4829.0
Antofagasta,Acción Nacional,AN,0,0.29,217.0
Antofagasta,Candidatura Independiente,IND,0,0.0,0.0
Antofagasta,Válidamente emitidos,,0,98.33,74237.0
Antofagasta,Blancos/Nulos,,0,1.67,1264.0
Antofagasta,Total,,0,100.0,75501.0
Atacama,Frente de Acción Popular,VNP,0,0.0,0.0
Atacama,Frente de Acción Popular,PS,0,19.07,7424.0
Atacama,Frente de Acción Popular,PC,0,16.98,6612.0
Atacama,Frente de Acción Popular,PADENA,0,0.0,0.0
Atacama,Frente de Acción Popular,CP,0,0.0,0.0
Atacama,Partido Democrático,PDo,0,0.0,0.0
Atacama,Democracia Agrario Laborista,DAL,0,0.0,0.0
Atacama,Partido Demócrata Cristiano,PDC,1,40.14,15626.0
Atacama,Partido Radical,PR,1,20.38,7935.0
Atacama,Derecha Tradicional,PCU,0,0.0,0.0
Atacama,Derecha Tradicional,PL,0,0.0,0.0
Atacama,Acción Nacional,AN,0,0.0,0.0
Atacama,Candidatura Independiente,IND,0,0.0,0.0
Atacama,Válidamente emitidos,,0,96.58,37597.0
Atacama,Blancos/Nulos,,0,3.42,1333.0
Atacama,Total,,0,100.0,38930.0
Coquimbo,Frente de Acción Popular,PC,1,16.99,13236.0
Coquimbo,Frente de Acción Popular,VNP,0,0.0,0.0
Coquimbo,Frente de Acción Popular,PS,1,17.84,13897.0
Coquimbo,Frente de Acción Popular,PADENA,0,0.0,0.0
Coquimbo,Frente de Acción Popular,CP,0,0.0,0.0
Coquimbo,Partido Democrático,PDo,0,0.18,139.0
Coquimbo,Democracia Agrario Laborista,DAL,0,0.3,230.0
Coquimbo,Partido Demócrata Cristiano,PDC,3,31.52,24550.0
Coquimbo,Partido Radical,PR,1,18.57,14465.0
Coquimbo,Derecha Tradicional,PCU,0,0.0,0.0
Coquimbo,Derecha Tradicional,PL,1,11.68,9096.0
Coquimbo,Acción Nacional,AN,0,0.0,0.0
Coquimbo,Candidatura Independiente,IND,0,0.0,0.0
Coquimbo,Válidamente emitidos,,0,97.08,75613.0
Coquimbo,Blancos/Nulos,,0,2.92,2273.0
Coquimbo,Total,,0,100.0,77886.0
Aconcagua,Frente de Acción Popular,CP,0,0.0,0.0
Aconcagua,Frente de Acción Popular,PC,0,0.0,0.0
Aconcagua,Frente de Acción Popular,PS,1,26.4,11904.0
Aconcagua,Frente de Acción Popular,VNP,0,0.0,0.0
Aconcagua,Frente de Acción Popular,PADENA,0,0.0,0.0
Aconcagua,Partido Democrático,PDo,0,0.0,0.0
Aconcagua,Democracia Agrario Laborista,DAL,0,0.0,0.0
Aconcagua,Partido Demócrata Cristiano,PDC,2,43.61,19664.0
Aconcagua,Partido Radical,PR,0,9.83,4433.0
Aconcagua,Derecha Tradicional,PCU,0,6.66,3003.0
Aconcagua,Derecha Tradicional,PL,0,12.31,5553.0
Aconcagua,Acción Nacional,AN,0,0.0,0.0
Aconcagua,Candidatura Independiente,IND,0,0.0,0.0
