Distrito,Lista/Pacto,Partido,Candidaturas,Votos,Porcentaje,Electos
D1,Nueva Mayoría,MAS,0,0,0.0,0
D1,Nueva Mayoría,PC,0,0,0.0,0
D1,Nueva Mayoría,PDC,0,0,0.0,0
D1,Nueva Mayoría,PPD,1,14536,20.45,0
D1,Nueva Mayoría,PRSD,0,0,0.0,0
D1,Nueva Mayoría,PS,1,15064,21.19,1
D1,Partido Regionalista de los Independientes,PRI,0,0,0.0,0
D1,Partido Humanista,PH,0,0,0.0,0
D1,Nueva Constitución para Chile,IGUALDAD,1,1146,1.61,0
D1,Nueva Constitución para Chile,PEV,0,0,0.0,0
D1,"Si tú quieres, Chile cambia",PL,1,14301,20.12,1
D1,"Si tú quieres, Chile cambia",PRO,1,2130,3.0,0
D1,Alianza,RN,1,5496,7.73,0
D1,Alianza,UDI,1,10616,14.93,0
D1,Candidatura Independiente,IND,1,3910,5.5,0
D1,Válidamente emitidos,,0,67199,94.54,0
D1,Nulos,,0,2297,3.23,0
D1,Blancos,,0,1586,2.23,0
D1,Total,,0,71082,100.0,0
D2,Nueva Mayoría,PC,1,23238,27.01,1
D2,Nueva Mayoría,PDC,0,0,0.0,0
D2,Nueva Mayoría,MAS,0,0,0.0,0
D2,Nueva Mayoría,PPD,0,0,0.0,0
D2,Nueva Mayoría,PRSD,1,7868,9.14,0
D2,Nueva Mayoría,PS,0,0,0.0,0
D2,Partido Regionalista de los Independientes,PRI,1,3404,3.96,0
D2,Partido Humanista,PH,2,2111,2.45,0
D2,Nueva Constitución para Chile,PEV,0,0,0.0,0
D2,Nueva Constitución para Chile,IGUALDAD,0,0,0.0,0
D2,"Si tú quieres, Chile cambia",PRO,1,3806,4.42,0
D2,"Si tú quieres, Chile cambia",PL,0,0,0.0,0
D2,Alianza,UDI,1,20818,24.2,1
D2,Alianza,RN,1,8996,10.46,0
D2,Candidatura Independiente,IND,1,10462,12.16,0
D2,Válidamente emitidos,,0,80703,93.8,0
D2,Nulos,,0,2765,3.21,0
D2,Blancos,,0,2572,2.99,0
D2,Total,,0,86040,100.0,0
D3,Nueva Mayoría,PPD,0,0,0.0,0
D3,Nueva Mayoría,PRSD,1,16877,25.76,1
D3,Nueva Mayoría,PS,0,0,0.0,0
D3,Nueva Mayoría,PDC,0,0,0.0,0
D3,Nueva Mayoría,PC,1,12807,19.55,0
D3,Nueva Mayoría,MAS,0,0,0.0,0
D3,Partido Regionalista de los Independientes,PRI,0,0,0.0,0
D3,Partido Humanista,PH,1,1632,2.49,0
D3,Nueva Constitución para Chile,PEV,0,0,0.0,0
D3,Nueva Constitución para Chile,IGUALDAD,0,0,0.0,0
D3,"Si tú quieres, Chile cambia",PL,0,0,0.0,0
D3,"Si tú quieres, Chile cambia",PRO,1,2737,4.18,0
D3,Alianza,UDI,1,14604,22.29,1
D3,Alianza,RN,1,7466,11.4,0
D3,Válidamente emitidos,,0,60552,92.44,0
D3,Nulos,,0,2403,3.67,0
D3,Blancos,,0,2549,3.89,0
D3,Total,,0,65504,100.0,0
D4,Nueva Mayoría,PPD,0,0,0.0,0
D4,Nueva Mayoría,PRSD,1,27226,24.52,1
D4,Nueva Mayoría,PS,0,0,0.0,0
D4,Nueva Mayoría,PDC,1,11860,10.68,0
D4,Nueva Mayoría,PC,0,0,0.0,0
D4,Nueva Mayoría,MAS,0,0,0.0,0
D4,Partido Regionalista de los Independientes,PRI,0,0,0.0,0
D4,Partido Humanista,PH,1,2735,2.46,0
D4,Nueva Constitución para Chile,PEV,0,0,0.0,0
D4,Nueva Constitución para Chile,IGUALDAD,0,0,0.0,0
D4,"Si tú quieres, Chile cambia",PL,0,0,0.0,0
D4,"Si tú quieres, Chile cambia",PRO,1,2361,2.13,0
D4,Alianza,RN,1,20565,18.52,1
D4,Alianza,UDI,1,15132,13.63,0
D4,Candidatura Independiente,IND,1,10755,9.69,0
D4,Válidamente emitidos,,0,104780,94.36,0
D4,Nulos,,0,3275,2.95,0
D4,Blancos,,0,2988,2.69,0
D4,Total,,0,111043,100.0,0
D5,Nueva Mayoría,PC,1,23293,39.5,1
D5,Nueva Mayoría,PDC,0,0,0.0,0
D5,Nueva Mayoría,PPD,0,0,0.0,0
D5,Nueva Mayoría,PRSD,0,0,0.0,0
D5,Nueva Mayoría,PS,0,0,0.0,0
D5,Nueva Mayoría,MAS,0,0,0.0,0
D5,Partido Regionalista de los Independientes,PRI,0,0,0.0,0
