Distrito,Lista/Pacto,Partido,Candidaturas,Votos,Porcentaje,Electos
D1,Alternativa Democrática de Izquierda,MAPU,0,0,0.0,0
D1,Alternativa Democrática de Izquierda,PC,1,3000,3.59,0
D1,Unión por el Progreso de Chile,UDI,0,0,0.0,0
D1,Unión por el Progreso de Chile,UCC,0,0,0.0,0
D1,Unión por el Progreso de Chile,SUR,0,0,0.0,0
D1,Unión por el Progreso de Chile,RN,1,24386,29.21,1
D1,Unión por el Progreso de Chile,PN,0,0,0.0,0
D1,La Nueva Izquierda,AHV,1,887,1.06,0
D1,La Nueva Izquierda,ECOL,0,0,0.0,0
D1,Concertación de Partidos por la Democracia,PDC,1,15939,19.09,0
D1,Concertación de Partidos por la Democracia,PPD,1,35928,43.04,1
D1,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
D1,Concertación de Partidos por la Democracia,PS,0,0,0.0,0
D1,Concertación de Partidos por la Democracia,SDCH,0,0,0.0,0
D1,Válidamente emitidos,,0,83480,100.0,0
D2,Alternativa Democrática de Izquierda,PC,1,2511,3.18,0
D2,Alternativa Democrática de Izquierda,MAPU,0,0,0.0,0
D2,Unión por el Progreso de Chile,UDI,0,0,0.0,0
D2,Unión por el Progreso de Chile,UCC,1,6111,7.75,0
D2,Unión por el Progreso de Chile,SUR,0,0,0.0,0
D2,Unión por el Progreso de Chile,RN,1,28909,36.67,1
D2,Unión por el Progreso de Chile,PN,0,0,0.0,0
D2,La Nueva Izquierda,ECOL,0,0,0.0,0
D2,La Nueva Izquierda,AHV,1,815,1.03,0
D2,Concertación de Partidos por la Democracia,PDC,0,0,0.0,0
D2,Concertación de Partidos por la Democracia,PPD,1,23941,30.37,1
D2,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
D2,Concertación de Partidos por la Democracia,PS,0,0,0.0,0
D2,Concertación de Partidos por la Democracia,SDCH,1,2709,3.44,0
D2,Válidamente emitidos,,0,78842,100.0,0
D3,Alternativa Democrática de Izquierda,PC,1,2297,2.86,0
D3,Alternativa Democrática de Izquierda,MAPU,0,0,0.0,0
D3,Unión por el Progreso de Chile,PN,0,0,0.0,0
D3,Unión por el Progreso de Chile,RN,1,17931,22.3,1
D3,Unión por el Progreso de Chile,UDI,1,9730,12.1,0
D3,Unión por el Progreso de Chile,UCC,0,0,0.0,0
D3,Unión por el Progreso de Chile,SUR,0,0,0.0,0
