Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D1,Partido Comunista,1,2007,2.81,0
D1,Partido Humanista,1,642,0.9,0
D1,Alianza por Chile,2,20555,28.81,1
D1,Partido Liberal,0,0,0.0,0
D1,Concertación,2,19721,27.64,0
D1,Candidatura Independiente,1,26886,37.68,1
D1,Candidatura Independiente,1,386,0.54,0
D1,Candidatura Independiente,1,1158,1.62,0
D1,Válidamente emitidos,0,71355,100.0,0
D2,Partido Comunista,1,2742,3.27,0
D2,Partido Humanista,2,614,0.73,0
D2,Alianza por Chile,2,26114,31.13,1
D2,Partido Liberal,0,0,0.0,0
D2,Concertación,2,47132,56.18,1
D2,Candidatura Independiente,1,7292,8.69,0
D2,Válidamente emitidos,0,83894,100.0,0
D3,Partido Comunista,1,2927,4.48,0
D3,Partido Humanista,0,0,0.0,0
D3,Alianza por Chile,2,19644,30.05,1
D3,Partido Liberal,0,0,0.0,0
D3,Concertación,2,28771,44.02,1
D3,Candidatura Independiente,1,14021,21.45,0
D3,Válidamente emitidos,0,65363,100.0,0
D4,Partido Comunista,0,0,0.0,0
D4,Partido Humanista,0,0,0.0,0
D4,Alianza por Chile,2,41467,40.03,1
D4,Partido Liberal,0,0,0.0,0
D4,Concertación,2,62111,59.97,1
D4,Válidamente emitidos,0,103578,100.0,0
D5,Partido Comunista,2,4998,8.68,0
D5,Partido Humanista,0,0,0.0,0
D5,Alianza por Chile,2,20018,34.78,1
D5,Partido Liberal,0,0,0.0,0
D5,Concertación,2,32537,56.53,1
D5,Válidamente emitidos,0,57553,100.0,0
D6,Partido Comunista,1,1525,3.72,0
D6,Partido Humanista,1,737,1.8,0
D6,Alianza por Chile,2,12421,30.29,0
D6,Partido Liberal,0,0,0.0,0
D6,Concertación,2,26325,64.19,2
D6,Válidamente emitidos,0,41008,100.0,0
D7,Partido Comunista,2,5047,6.27,0
D7,Partido Humanista,0,0,0.0,0
D7,Alianza por Chile,2,35115,43.65,1
D7,Partido Liberal,0,0,0.0,0
D7,Concertación,2,40290,50.08,1
D7,Válidamente emitidos,0,80452,100.0,0
D8,Partido Comunista,0,0,0.0,0
D8,Partido Humanista,1,1981,2.06,0
D8,Alianza por Chile,2,30907,32.21,0
D8,Partido Liberal,0,0,0.0,0
D8,Concertación,2,63060,65.72,2
D8,Válidamente emitidos,0,95948,100.0,0
D9,Partido Comunista,2,10219,17.24,0
D9,Partido Humanista,2,1122,1.89,0
D9,Alianza por Chile,2,20222,34.11,1
D9,Partido Liberal,0,0,0.0,0
D9,Concertación,2,24168,40.77,1
D9,Candidatura Independiente,1,3555,6.0,0
D9,Válidamente emitidos,0,59286,100.0,0
D10,Partido Comunista,2,8343,6.78,0
D10,Partido Humanista,0,0,0.0,0
D10,Alianza por Chile,2,59429,48.33,1
D10,Partido Liberal,0,0,0.0,0
D10,Concertación,2,55194,44.89,1
D10,Válidamente emitidos,0,122966,100.0,0
D11,Partido Comunista,1,4983,5.18,0
D11,Partido Humanista,1,1994,2.07,0
D11,Alianza por Chile,2,43451,45.14,1
D11,Partido Liberal,0,0,0.0,0
D11,Concertación,2,45826,47.61,1
D11,Válidamente emitidos,0,96254,100.0,0
D12,Partido Comunista,2,5136,5.02,0
D12,Partido Humanista,0,0,0.0,0
D12,Alianza por Chile,2,53073,51.87,1
D12,Partido Liberal,0,0,0.0,0
D12,Concertación,2,44101,43.11,1
D12,Válidamente emitidos,0,102310,100.0,0
D13,Partido Comunista,1,13595,10.45,0
D13,Partido Humanista,1,2074,1.59,0
D13,Alianza por Chile,2,62160,47.77,1
D13,Partido Liberal,0,0,0.0,0
D13,Concertación,2,49476,38.02,1
D13,Candidatura Independiente,1,2826,2.17,0
D13,Válidamente emitidos,0,130131,100.0,0
D14,Partido Comunista,1,8752,6.05,0
D14,Partido Humanista,0,0,0.0,0
D14,Alianza por Chile,2,68951,47.65,1
D14,Partido Liberal,0,0,0.0,0
D14,Concertación,2,66990,46.3,1
D14,Válidamente emitidos,0,144693,100.0,0
D15,Partido Comunista,1,8926,11.62,0
D15,Partido Humanista,0,0,0.0,0
D15,Alianza por Chile,2,32303,42.04,1
D15,Partido Liberal,0,0,0.0,0
D15,Concertación,2,35607,46.34,1
D15,Válidamente emitidos,0,76836,100.0,0
D16,Partido Comunista,2,19552,15.5,0
D16,Partido Humanista,0,0,0.0,0
D16,Alianza por Chile,2,56322,44.65,1
D16,Partido Liberal,0,0,0.0,0
D16,Concertación,2,50279,39.86,1
D16,Válidamente emitidos,0,126153,100.0,0
D17,Partido Comunista,2,9212,6.1,0
D17,Partido Humanista,2,2494,1.65,0
D17,Alianza por Chile,2,64354,42.64,1
D17,Partido Liberal,0,0,0.0,0
D17,Concertación,2,74867,49.6,1
D17,Válidamente emitidos,0,150927,100.0,0
D18,Partido Comunista,2,8889,5.27,0
D18,Partido Humanista,1,2411,1.43,0
D18,Alianza por Chile,2,47964,28.43,0
D18,Partido Liberal,0,0,0.0,0
D18,Concertación,2,109421,64.87,2
D18,Válidamente emitidos,0,168685,100.0,0
D19,Partido Comunista,2,7300,6.8,0
D19,Partido Humanista,2,2116,1.97,0
D19,Alianza por Chile,2,44292,41.24,1
D19,Partido Liberal,0,0,0.0,0
D19,Concertación,2,53698,50.0,1
D19,Válidamente emitidos,0,107406,100.0,0
D20,Partido Comunista,2,12536,6.21,0
D20,Partido Humanista,2,4872,2.41,0
D20,Alianza por Chile,2,89082,44.1,1
D20,Partido Liberal,0,0,0.0,0
D20,Concertación,2,95493,47.28,1
D20,Válidamente emitidos,0,201983,100.0,0
D21,Partido Comunista,2,7592,4.56,0
D21,Partido Humanista,1,3503,2.11,0
D21,Alianza por Chile,2,89463,53.77,1
D21,Partido Liberal,0,0,0.0,0
D21,Concertación,2,65833,39.57,1
D21,Válidamente emitidos,0,166391,100.0,0
D22,Partido Comunista,2,5721,5.27,0
D22,Partido Humanista,2,1791,1.65,0
D22,Alianza por Chile,2,51134,47.1,1
D22,Partido Liberal,0,0,0.0,0
D22,Concertación,2,49925,45.98,1
D22,Válidamente emitidos,0,108571,100.0,0
D23,Partido Comunista,1,3511,1.96,0
D23,Partido Humanista,1,2885,1.61,0
D23,Alianza por Chile,2,126691,70.73,2
D23,Partido Liberal,0,0,0.0,0
D23,Concertación,2,46029,25.7,0
D23,Válidamente emitidos,0,179116,100.0,0
D24,Partido Comunista,2,5593,4.55,0
D24,Partido Humanista,2,2795,2.27,0
D24,Alianza por Chile,2,58601,47.68,1
D24,Partido Liberal,0,0,0.0,0
D24,Concertación,2,55918,45.5,1
D24,Válidamente emitidos,0,122907,100.0,0
D25,Partido Comunista,2,10741,7.22,0
D25,Partido Humanista,2,4998,3.36,0
D25,Alianza por Chile,2,55687,37.43,1
D25,Partido Liberal,0,0,0.0,0
D25,Concertación,2,77368,52.0,1
D25,Válidamente emitidos,0,148794,100.0,0
D26,Partido Comunista,2,5229,3.85,0
D26,Partido Humanista,1,1874,1.38,0
D26,Alianza por Chile,2,54450,40.13,1
D26,Partido Liberal,0,0,0.0,0
D26,Concertación,2,74118,54.63,1
D26,Válidamente emitidos,0,135671,100.0,0
D27,Partido Comunista,2,9405,6.07,0
D27,Partido Humanista,2,3201,2.07,0
D27,Alianza por Chile,2,70499,45.5,1
D27,Partido Liberal,0,0,0.0,0
D27,Concertación,2,67598,43.62,1
D27,Candidatura Independiente,1,4252,2.74,0
D27,Válidamente emitidos,0,154955,100.0,0
D28,Partido Comunista,2,19017,12.84,0
D28,Partido Humanista,1,3619,2.44,0
D28,Alianza por Chile,2,57451,38.78,1
D28,Partido Liberal,0,0,0.0,0
D28,Concertación,2,68068,45.94,1
D28,Válidamente emitidos,0,148155,100.0,0
D29,Partido Comunista,2,8029,4.93,0
D29,Partido Humanista,2,4115,2.53,0
D29,Alianza por Chile,2,81066,49.76,1
D29,Partido Liberal,0,0,0.0,0
D29,Concertación,2,69719,42.79,1
D29,Válidamente emitidos,0,162929,100.0,0
D30,Partido Comunista,2,6675,4.93,0
D30,Partido Humanista,2,4714,3.48,0
D30,Alianza por Chile,2,66163,48.83,1
D30,Partido Liberal,0,0,0.0,0
D30,Concertación,2,57935,42.76,1
D30,Válidamente emitidos,0,135487,100.0,0
D31,Partido Comunista,2,8902,6.18,0
D31,Partido Humanista,1,2999,2.08,0
D31,Alianza por Chile,2,65359,45.38,1
D31,Partido Liberal,0,0,0.0,0
D31,Concertación,2,66778,46.36,1
D31,Válidamente emitidos,0,144038,100.0,0
D32,Partido Comunista,1,5148,5.94,0
D32,Partido Humanista,2,1681,1.94,0
D32,Alianza por Chile,2,40440,46.63,1
D32,Partido Liberal,0,0,0.0,0
D32,Concertación,2,39451,45.49,1
D32,Válidamente emitidos,0,86720,100.0,0
D33,Partido Comunista,0,0,0.0,0
D33,Partido Humanista,1,1350,1.23,0
D33,Alianza por Chile,2,41420,37.71,1
D33,Partido Liberal,0,0,0.0,0
D33,Concertación,2,67076,61.06,1
D33,Válidamente emitidos,0,109846,100.0,0
D34,Partido Comunista,2,6962,8.17,0
D34,Partido Humanista,1,1451,1.7,0
D34,Alianza por Chile,2,37580,44.09,1
D34,Partido Liberal,0,0,0.0,0
