Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D1,Concertación de Partidos por la Democracia,2,36878,43.4,1
D1,Democracia y Progreso,2,26595,31.3,1
D1,Partido del Sur,0,0,0.0,0
D1,Alianza de Centro,0,0,0.0,0
D1,Liberal-Socialista Chileno,2,7558,8.89,0
D1,Partido Nacional,0,0,0.0,0
D1,Unidad para la Democracia,2,12159,14.31,0
D1,Candidatura Independiente,1,1784,2.1,0
D1,Válidamente emitidos,0,84974,100.0,0
D2,Concertación de Partidos por la Democracia,2,40214,52.48,1
D2,Democracia y Progreso,2,33451,43.65,1
D2,Partido del Sur,0,0,0.0,0
D2,Alianza de Centro,1,2969,3.87,0
D2,Liberal-Socialista Chileno,0,0,0.0,0
D2,Partido Nacional,0,0,0.0,0
D2,Unidad para la Democracia,0,0,0.0,0
D2,Válidamente emitidos,0,76634,100.0,0
D3,Concertación de Partidos por la Democracia,2,46626,54.81,1
D3,Democracia y Progreso,2,24410,28.69,1
D3,Partido del Sur,0,0,0.0,0
D3,Alianza de Centro,1,1103,1.3,0
D3,Liberal-Socialista Chileno,1,5359,6.3,0
D3,Partido Nacional,0,0,0.0,0
D3,Unidad para la Democracia,0,0,0.0,0
D3,Candidatura Independiente,1,7572,8.9,0
D3,Válidamente emitidos,0,85070,100.0,0
D4,Concertación de Partidos por la Democracia,2,75754,63.32,2
D4,Democracia y Progreso,2,37649,31.47,0
D4,Partido del Sur,0,0,0.0,0
D4,Alianza de Centro,1,2216,1.85,0
D4,Liberal-Socialista Chileno,1,4018,3.36,0
D4,Partido Nacional,0,0,0.0,0
D4,Unidad para la Democracia,0,0,0.0,0
D4,Válidamente emitidos,0,119637,100.0,0
D5,Concertación de Partidos por la Democracia,2,22714,34.48,1
D5,Democracia y Progreso,2,20477,31.09,1
D5,Partido del Sur,0,0,0.0,0
D5,Alianza de Centro,2,2270,3.45,0
D5,Liberal-Socialista Chileno,1,2055,3.12,0
D5,Partido Nacional,0,0,0.0,0
D5,Unidad para la Democracia,1,18355,27.87,0
D5,Válidamente emitidos,0,65871,100.0,0
D6,Concertación de Partidos por la Democracia,2,25686,59.88,1
