Distrito,Lista/Pacto,Electos,Porcentaje,Votos
Tarapacá,Concentración Nacional,2,48.59,4739.0
Tarapacá,Partido Conservador Social Cristiano,0,0.0,0.0
Tarapacá,Falange Radical Agrario Socialista,2,31.7,3093.0
Tarapacá,Partido Socialista Popular,0,4.87,475.0
Tarapacá,Partido Liberal Progresista,0,0.0,0.0
Tarapacá,Partido Democrático del Pueblo,0,14.83,1446.0
Tarapacá,Partido Socialista Auténtico,0,0.0,0.0
Tarapacá,Acción Renovadora,0,0.0,0.0
Tarapacá,Partido Laborista,0,0.0,0.0
Tarapacá,Partido Radical Doctrinario,0,0.0,0.0
Tarapacá,Movimiento Social Cristiano,0,0.0,0.0
Tarapacá,Partido Demócrata,0,0.0,0.0
Tarapacá,Partido Progresista Nacional,0,0.0,0.0
Tarapacá,Candidatura Independiente,0,0.0,0.0
Tarapacá,Válidamente emitidos,0,100.0,9753.0
Antofagasta,Concentración Nacional,4,55.63,7024.0
Antofagasta,Partido Conservador Social Cristiano,0,6.42,811.0
Antofagasta,Falange Radical Agrario Socialista,2,20.549999999999997,2594.0
Antofagasta,Partido Socialista Popular,1,4.25,536.0
Antofagasta,Partido Liberal Progresista,0,0.0,0.0
Antofagasta,Partido Democrático del Pueblo,0,5.58,704.0
Antofagasta,Partido Socialista Auténtico,0,6.75,852.0
Antofagasta,Acción Renovadora,0,0.0,0.0
Antofagasta,Partido Laborista,0,0.82,104.0
Antofagasta,Partido Radical Doctrinario,0,0.0,0.0
Antofagasta,Movimiento Social Cristiano,0,0.0,0.0
Antofagasta,Partido Demócrata,0,0.0,0.0
Antofagasta,Partido Progresista Nacional,0,0.0,0.0
Antofagasta,Candidatura Independiente,0,0.0,0.0
Antofagasta,Válidamente emitidos,0,100.0,12625.0
Atacama,Concentración Nacional,2,50.019999999999996,3645.0
Atacama,Partido Conservador Social Cristiano,0,22.57,1645.0
Atacama,Falange Radical Agrario Socialista,0,14.87,1084.0
Atacama,Partido Socialista Popular,0,9.8,714.0
Atacama,Partido Liberal Progresista,0,0.0,0.0
Atacama,Partido Democrático del Pueblo,0,0.0,0.0
Atacama,Partido Socialista Auténtico,0,2.73,199.0
Atacama,Acción Renovadora,0,0.0,0.0
Atacama,Partido Laborista,0,0.0,0.0
Atacama,Partido Radical Doctrinario,0,0.0,0.0
Atacama,Movimiento Social Cristiano,0,0.0,0.0
Atacama,Partido Demócrata,0,0.0,0.0
Atacama,Partido Progresista Nacional,0,0.0,0.0
Atacama,Candidatura Independiente,0,0.0,0.0
Atacama,Válidamente emitidos,0,100.0,7287.0
Coquimbo,Concentración Nacional,5,65.57,10588.0
Coquimbo,Partido Conservador Social Cristiano,0,13.32,2151.0
Coquimbo,Falange Radical Agrario Socialista,1,11.379999999999999,1836.0
Coquimbo,Partido Socialista Popular,0,6.53,1055.0
Coquimbo,Partido Liberal Progresista,0,0.0,0.0
Coquimbo,Partido Democrático del Pueblo,0,0.0,0.0
Coquimbo,Partido Socialista Auténtico,0,3.2,517.0
Coquimbo,Acción Renovadora,0,0.0,0.0
Coquimbo,Partido Laborista,0,0.0,0.0
Coquimbo,Partido Radical Doctrinario,0,0.0,0.0
Coquimbo,Movimiento Social Cristiano,0,0.0,0.0
Coquimbo,Partido Demócrata,0,0.0,0.0
Coquimbo,Partido Progresista Nacional,0,0.0,0.0
Coquimbo,Candidatura Independiente,1,0.0,0.0
Coquimbo,Válidamente emitidos,0,100.0,16147.0
Aconcagua,Concentración Nacional,3,62.71000000000001,7455.0
Aconcagua,Partido Conservador Social Cristiano,0,25.39,3018.0
Aconcagua,Falange Radical Agrario Socialista,0,6.49,771.0
Aconcagua,Partido Socialista Popular,0,5.42,644.0
Aconcagua,Partido Liberal Progresista,0,0.0,0.0
Aconcagua,Partido Democrático del Pueblo,0,0.0,0.0
Aconcagua,Partido Socialista Auténtico,0,0.0,0.0
Aconcagua,Acción Renovadora,0,0.0,0.0
Aconcagua,Partido Laborista,0,0.0,0.0
Aconcagua,Partido Radical Doctrinario,0,0.0,0.0
Aconcagua,Movimiento Social Cristiano,0,0.0,0.0
Aconcagua,Partido Demócrata,0,0.0,0.0
Aconcagua,Partido Progresista Nacional,0,0.0,0.0
Aconcagua,Candidatura Independiente,0,0.0,0.0
Aconcagua,Válidamente emitidos,0,100.0,11888.0
Valparaíso,Concentración Nacional,6,51.209999999999994,23243.0
Valparaíso,Partido Conservador Social Cristiano,4,24.13,10952.0
Valparaíso,Falange Radical Agrario Socialista,2,14.17,6432.0
Valparaíso,Partido Socialista Popular,0,3.06,1387.0
Valparaíso,Partido Liberal Progresista,0,0.0,0.0
Valparaíso,Partido Democrático del Pueblo,0,1.39,633.0
Valparaíso,Partido Socialista Auténtico,0,0.87,397.0
Valparaíso,Acción Renovadora,0,0.0,0.0
Valparaíso,Partido Laborista,0,0.03,15.0
Valparaíso,Partido Radical Doctrinario,0,0.74,334.0
Valparaíso,Movimiento Social Cristiano,0,0.0,0.0
Valparaíso,Partido Demócrata,0,4.39,1994.0
Valparaíso,Partido Progresista Nacional,0,0.0,0.0
Valparaíso,Candidatura Independiente,0,0.0,0.0
Valparaíso,Válidamente emitidos,0,100.0,45387.0
Santiago-1,Concentración Nacional,7,34.87,19742.0
Santiago-1,Partido Conservador Social Cristiano,4,23.25,13167.0
Santiago-1,Falange Radical Agrario Socialista,4,23.76,13454.0
Santiago-1,Partido Socialista Popular,1,5.5,3112.0
Santiago-1,Partido Liberal Progresista,0,0.0,0.0
Santiago-1,Partido Democrático del Pueblo,1,3.41,1932.0
Santiago-1,Partido Socialista Auténtico,0,0.55,313.0
Santiago-1,Acción Renovadora,1,3.51,1985.0
Santiago-1,Partido Laborista,0,2.77,1571.0
Santiago-1,Partido Radical Doctrinario,0,1.85,1049.0
Santiago-1,Movimiento Social Cristiano,0,0.52,296.0
Santiago-1,Partido Demócrata,0,0.0,0.0
Santiago-1,Partido Progresista Nacional,0,0.0,0.0
Santiago-1,Candidatura Independiente,0,0.0,0.0
Santiago-1,Válidamente emitidos,0,100.0,56621.0
Santiago-2,Concentración Nacional,2,27.78,5690.0
Santiago-2,Partido Conservador Social Cristiano,2,26.81,5493.0
Santiago-2,Falange Radical Agrario Socialista,1,24.61,5043.0
Santiago-2,Partido Socialista Popular,0,8.42,1724.0
Santiago-2,Partido Liberal Progresista,0,0.0,0.0
Santiago-2,Partido Democrático del Pueblo,0,1.21,248.0
Santiago-2,Partido Socialista Auténtico,0,10.2,2089.0
Santiago-2,Acción Renovadora,0,0.0,0.0
Santiago-2,Partido Laborista,0,0.24,49.0
Santiago-2,Partido Radical Doctrinario,0,0.0,0.0
Santiago-2,Movimiento Social Cristiano,0,0.73,150.0
Santiago-2,Partido Demócrata,0,0.0,0.0
Santiago-2,Partido Progresista Nacional,0,0.0,0.0
