Distrito,Lista/Pacto,Partido,Electos,Porcentaje,Votos
Tarapacá,Concentración Nacional,PR,1,24.28,2368.0
Tarapacá,Concentración Nacional,PL,1,24.31,2371.0
Tarapacá,Concentración Nacional,PDo,0,0.0,0.0
Tarapacá,Concentración Nacional,PCT,0,0.0,0.0
Tarapacá,Partido Conservador Social Cristiano,PCSC,0,0.0,0.0
Tarapacá,Falange Radical Agrario Socialista,PRDe,1,14.35,1400.0
Tarapacá,Falange Radical Agrario Socialista,PS,0,2.89,282.0
Tarapacá,Falange Radical Agrario Socialista,PAL,0,0.13,13.0
Tarapacá,Falange Radical Agrario Socialista,FN,1,14.33,1398.0
Tarapacá,Partido Socialista Popular,PSP,0,4.87,475.0
Tarapacá,Partido Liberal Progresista,PLP,0,0.0,0.0
Tarapacá,Partido Democrático del Pueblo,PDP,0,14.83,1446.0
Tarapacá,Partido Socialista Auténtico,PSA,0,0.0,0.0
Tarapacá,Acción Renovadora,AR,0,0.0,0.0
Tarapacá,Partido Laborista,PLa,0,0.0,0.0
Tarapacá,Partido Radical Doctrinario,PRDo,0,0.0,0.0
Tarapacá,Movimiento Social Cristiano,MSC,0,0.0,0.0
Tarapacá,Partido Demócrata,PD,0,0.0,0.0
Tarapacá,Partido Progresista Nacional,PPN,0,0.0,0.0
Tarapacá,Candidatura Independiente,IND,0,0.0,0.0
Tarapacá,Válidamente emitidos,,0,100.0,9753.0
Antofagasta,Concentración Nacional,PR,2,29.42,3714.0
Antofagasta,Concentración Nacional,PL,1,15.3,1932.0
Antofagasta,Concentración Nacional,PDo,1,10.91,1378.0
Antofagasta,Concentración Nacional,PCT,0,0.0,0.0
Antofagasta,Partido Conservador Social Cristiano,PCSC,0,6.42,811.0
Antofagasta,Falange Radical Agrario Socialista,PS,1,4.39,554.0
Antofagasta,Falange Radical Agrario Socialista,PRDe,0,2.13,269.0
Antofagasta,Falange Radical Agrario Socialista,PAL,0,0.0,0.0
Antofagasta,Falange Radical Agrario Socialista,FN,1,14.03,1771.0
Antofagasta,Partido Socialista Popular,PSP,1,4.25,536.0
Antofagasta,Partido Liberal Progresista,PLP,0,0.0,0.0
Antofagasta,Partido Democrático del Pueblo,PDP,0,5.58,704.0
Antofagasta,Partido Socialista Auténtico,PSA,0,6.75,852.0
Antofagasta,Acción Renovadora,AR,0,0.0,0.0
Antofagasta,Partido Laborista,PLa,0,0.82,104.0
Antofagasta,Partido Radical Doctrinario,PRDo,0,0.0,0.0
Antofagasta,Movimiento Social Cristiano,MSC,0,0.0,0.0
Antofagasta,Partido Demócrata,PD,0,0.0,0.0
Antofagasta,Partido Progresista Nacional,PPN,0,0.0,0.0
Antofagasta,Candidatura Independiente,IND,0,0.0,0.0
Antofagasta,Válidamente emitidos,,0,100.0,12625.0
Atacama,Concentración Nacional,PR,2,49.51,3608.0
Atacama,Concentración Nacional,PL,0,0.0,0.0
Atacama,Concentración Nacional,PDo,0,0.51,37.0
Atacama,Concentración Nacional,PCT,0,0.0,0.0
Atacama,Partido Conservador Social Cristiano,PCSC,0,22.57,1645.0
Atacama,Falange Radical Agrario Socialista,PRDe,0,0.0,0.0
Atacama,Falange Radical Agrario Socialista,PAL,0,0.0,0.0
Atacama,Falange Radical Agrario Socialista,FN,0,13.79,1005.0
Atacama,Falange Radical Agrario Socialista,PS,0,1.08,79.0
Atacama,Partido Socialista Popular,PSP,0,9.8,714.0
Atacama,Partido Liberal Progresista,PLP,0,0.0,0.0
Atacama,Partido Democrático del Pueblo,PDP,0,0.0,0.0
Atacama,Partido Socialista Auténtico,PSA,0,2.73,199.0
Atacama,Acción Renovadora,AR,0,0.0,0.0
Atacama,Partido Laborista,PLa,0,0.0,0.0
Atacama,Partido Radical Doctrinario,PRDo,0,0.0,0.0
Atacama,Movimiento Social Cristiano,MSC,0,0.0,0.0
