Distrito,Lista/Pacto,Partido,Electos,Porcentaje,Votos
Tarapacá,Derecha,PA,0,0.0,0.0
Tarapacá,Derecha,PCon,0,0.0,0.0
Tarapacá,Derecha,PL,1,16.0,1499.0
Tarapacá,Derecha,PLP,0,0.0,0.0
Tarapacá,Alianza Democrática de Chile,PDo,0,0.0,0.0
Tarapacá,Alianza Democrática de Chile,PPN,1,25.6,2399.0
Tarapacá,Alianza Democrática de Chile,PR,1,17.76,1664.0
Tarapacá,Alianza Democrática de Chile,PS,0,9.02,845.0
Tarapacá,Partido Socialista Auténtico,PSA,0,9.51,891.0
Tarapacá,Falange Nacional,FN,1,22.12,2073.0
Tarapacá,Alianza Popular Libertadora,APL,0,0.0,0.0
Tarapacá,Partido Demócrata,PD,0,0.0,0.0
Tarapacá,Partido Demócrata Nacionalista,PDN,0,0.0,0.0
Tarapacá,Partido Laborista,PLa,0,0.0,0.0
Tarapacá,Candidatura Independiente,IND,0,0.0,0.0
Tarapacá,Válidamente emitidos,,0,100.0,9371.0
Antofagasta,Derecha,PLP,0,0.0,0.0
Antofagasta,Derecha,PL,1,9.96,1502.0
Antofagasta,Derecha,PCon,0,6.57,991.0
Antofagasta,Derecha,PA,0,0.0,0.0
Antofagasta,Alianza Democrática de Chile,PR,2,18.75,2828.0
Antofagasta,Alianza Democrática de Chile,PPN,3,34.65,5226.0
Antofagasta,Alianza Democrática de Chile,PS,0,3.96,597.0
Antofagasta,Alianza Democrática de Chile,PDo,0,6.7,1010.0
Antofagasta,Partido Socialista Auténtico,PSA,0,7.27,1097.0
Antofagasta,Falange Nacional,FN,1,12.14,1831.0
Antofagasta,Alianza Popular Libertadora,APL,0,0.0,0.0
Antofagasta,Partido Demócrata,PD,0,0.0,0.0
Antofagasta,Partido Demócrata Nacionalista,PDN,0,0.0,0.0
Antofagasta,Partido Laborista,PLa,0,0.0,0.0
Antofagasta,Candidatura Independiente,IND,0,0.0,0.0
Antofagasta,Válidamente emitidos,,0,100.0,15082.0
Atacama,Derecha,PLP,0,0.0,0.0
Atacama,Derecha,PL,0,0.0,0.0
Atacama,Derecha,PCon,1,35.57,1858.0
Atacama,Derecha,PA,0,0.0,0.0
Atacama,Alianza Democrática de Chile,PDo,0,0.0,0.0
Atacama,Alianza Democrática de Chile,PR,1,59.84,3126.0
Atacama,Alianza Democrática de Chile,PS,0,0.0,0.0
Atacama,Alianza Democrática de Chile,PPN,0,0.0,0.0
Atacama,Partido Socialista Auténtico,PSA,0,4.59,240.0
Atacama,Falange Nacional,FN,0,0.0,0.0
Atacama,Alianza Popular Libertadora,APL,0,0.0,0.0
Atacama,Partido Demócrata,PD,0,0.0,0.0
Atacama,Partido Demócrata Nacionalista,PDN,0,0.0,0.0
Atacama,Partido Laborista,PLa,0,0.0,0.0
Atacama,Candidatura Independiente,IND,0,0.0,0.0
Atacama,Válidamente emitidos,,0,100.0,5224.0
Coquimbo,Derecha,PA,0,0.0,0.0
Coquimbo,Derecha,PCon,0,5.78,1116.0
Coquimbo,Derecha,PL,2,27.26,5260.0
Coquimbo,Derecha,PLP,0,0.0,0.0
Coquimbo,Alianza Democrática de Chile,PS,1,8.26,1594.0
Coquimbo,Alianza Democrática de Chile,PR,1,22.71,4383.0
Coquimbo,Alianza Democrática de Chile,PPN,2,19.45,3753.0
Coquimbo,Alianza Democrática de Chile,PDo,1,0.0,0.0
Coquimbo,Partido Socialista Auténtico,PSA,0,2.09,403.0
Coquimbo,Falange Nacional,FN,0,1.16,224.0
Coquimbo,Alianza Popular Libertadora,APL,0,0.0,0.0
Coquimbo,Partido Demócrata,PD,0,13.29,2565.0
Coquimbo,Partido Demócrata Nacionalista,PDN,0,0.0,0.0
Coquimbo,Partido Laborista,PLa,0,0.0,0.0
Coquimbo,Candidatura Independiente,IND,0,0.0,0.0
Coquimbo,Válidamente emitidos,,0,100.0,19298.0
Aconcagua,Derecha,PCon,1,24.87,3099.0
Aconcagua,Derecha,PL,1,32.99,4110.0
Aconcagua,Derecha,PLP,0,0.0,0.0
Aconcagua,Derecha,PA,0,0.0,0.0
Aconcagua,Alianza Democrática de Chile,PDo,0,0.0,0.0
Aconcagua,Alianza Democrática de Chile,PS,0,4.11,512.0
Aconcagua,Alianza Democrática de Chile,PPN,0,8.45,1053.0
Aconcagua,Alianza Democrática de Chile,PR,1,18.99,2366.0
Aconcagua,Partido Socialista Auténtico,PSA,0,10.59,1320.0
Aconcagua,Falange Nacional,FN,0,0.0,0.0
Aconcagua,Alianza Popular Libertadora,APL,0,0.0,0.0
Aconcagua,Partido Demócrata,PD,0,0.0,0.0
Aconcagua,Partido Demócrata Nacionalista,PDN,0,0.0,0.0
Aconcagua,Partido Laborista,PLa,0,0.0,0.0
Aconcagua,Candidatura Independiente,IND,0,0.0,0.0
Aconcagua,Válidamente emitidos,,0,100.0,12460.0
Valparaíso,Derecha,PL,2,18.4,8294.0
Valparaíso,Derecha,PCon,4,27.72,12496.0
Valparaíso,Derecha,PA,0,0.0,0.0
Valparaíso,Derecha,PLP,0,0.0,0.0
Valparaíso,Alianza Democrática de Chile,PDo,0,2.88,1297.0
Valparaíso,Alianza Democrática de Chile,PPN,2,10.6,4777.0
Valparaíso,Alianza Democrática de Chile,PR,3,14.76,6653.0
Valparaíso,Alianza Democrática de Chile,PS,0,6.92,3119.0
Valparaíso,Partido Socialista Auténtico,PSA,0,7.54,3401.0
Valparaíso,Falange Nacional,FN,1,2.46,1107.0
Valparaíso,Alianza Popular Libertadora,APL,0,3.4,1531.0
Valparaíso,Partido Demócrata,PD,0,0.0,0.0
Valparaíso,Partido Demócrata Nacionalista,PDN,0,2.32,1045.0
